,country,year,co2_e,coal_c,elec_g,elec_c,hydro_g,nuclear_g,gas_g,oil_c,oil_g
2383,Peru,2002,0.995,0.0289,811.0,721.0,0.0584,0.0,0.0135,0.258,0.181
3129,Spain,2012,5.93,0.329,6320.0,5570.0,0.0,0.0,0.0,1.34,0.0
1686,Romania,1993,5.29,0.439,2390.0,2270.0,0.0478,0.0,0.721,0.521,0.298
2250,Argentina,2001,3.58,0.0142,2420.0,2110.0,0.0853,0.0163,0.833,0.524,1.18
1836,Pakistan,1995,0.676,0.0179,515.0,330.0,0.0157,0.00033,0.0905,0.127,0.0
789,Peru,1980,1.37,0.00809,0.0,499.0,0.0349,0.0,0.0311,0.376,0.584
1254,Thailand,1987,1.04,0.0416,530.0,497.0,0.00645,0.0,0.0834,0.233,0.0336
1709,Bangladesh,1994,0.156,0.00026,86.8,69.3,0.00063,0.0,0.0465,0.0199,0.0
1799,Denmark,1995,11.8,1.24,7010.0,6420.0,0.00049,0.0,0.905,2.02,1.73
3198,China,2013,7.04,1.41,3900.0,3760.0,0.0,0.0,0.0752,0.363,0.151
232,China,1972,1.07,0.233,0.0,164.0,0.00341,0.0,0.00482,0.0508,0.0525
662,Portugal,1978,2.37,0.0448,0.0,1340.0,0.097,0.0,0.0,0.77,0.0
1944,Bulgaria,1997,6.78,1.06,5210.0,3970.0,0.0289,0.186,0.0,0.549,0.0
2827,India,2008,1.29,0.216,690.0,558.0,0.00796,0.00108,0.021,0.121,0.0315
341,Singapore,1973,9.69,0.00198,0.0,1600.0,0.0,0.0,0.0,3.51,0.0
908,Kuwait,1982,14.0,0.0,0.0,6510.0,0.0,0.0,1.99,4.37,28.3
1367,Mexico,1989,4.38,0.0413,1460.0,1270.0,0.0253,0.00039,0.254,0.837,1.74
1545,Vietnam,1991,0.306,0.0309,133.0,100.0,0.00792,0.0,0.00086,0.0403,0.057
2302,New Zealand,2001,8.83,0.35,10100.0,9420.0,0.477,0.0,0.0,1.61,0.0
1070,Belgium,1985,10.5,1.08,5780.0,5500.0,0.00251,0.302,0.0,1.98,0.0
2714,Venezuela,2006,6.32,0.00922,4120.0,2970.0,0.259,0.0,1.12,1.17,6.37
1966,Croatia,1997,4.1,0.0537,2260.0,2610.0,0.0983,0.0,0.0,0.879,0.0
3236,Netherlands,2013,9.85,0.486,5990.0,6830.0,0.0,0.0,3.7,2.44,0.0
82,Switzerland,1968,5.96,0.139,0.0,3850.0,0.416,0.0,0.0,1.7,0.0
1088,France,1985,7.29,0.441,6220.0,5270.0,0.0963,0.349,0.0,1.53,0.0
677,Argentina,1979,4.03,0.0391,0.0,1210.0,0.0331,0.00835,0.22,0.945,0.884
2027,Chile,1998,3.8,0.269,2370.0,2170.0,0.0912,0.0,0.0,0.799,0.0
2753,Iceland,2007,11.5,0.36,39200.0,36900.0,2.36,0.0,0.0,2.8,0.0
1767,Singapore,1994,18.0,0.00718,6050.0,5840.0,0.0,0.0,0.0,8.97,0.0
2726,Brazil,2007,1.88,0.0714,2340.0,2160.0,0.169,0.0056,0.0523,0.494,0.5
2031,Czech Republic,1998,12.1,1.97,6290.0,5600.0,0.0117,0.11,0.0,0.796,0.0
2679,Kazakhstan,2006,13.3,1.82,4610.0,4260.0,0.0436,0.0,0.842,0.639,4.18
1992,Pakistan,1997,0.716,0.016,477.0,332.0,0.0141,0.00024,0.0926,0.13,0.0
1139,Canada,1986,15.5,0.953,18000.0,15400.0,1.02,0.234,2.49,2.74,3.29
2712,USA,2006,20.3,1.8,14500.0,13600.0,0.0838,0.234,1.45,3.07,1.02
3135,"Hong Kong, China",2012,6.07,1.03,5510.0,6030.0,0.0,0.0,0.0,2.44,0.0
1555,Belarus,1992,8.87,0.166,3700.0,3910.0,0.00014,0.0,0.0,2.02,0.0
378,Indonesia,1974,0.402,0.00057,0.0,19.1,0.00072,0.0,0.0122,0.0743,0.545
768,Indonesia,1980,0.644,0.00172,0.0,45.9,0.00077,0.0,0.11,0.125,0.536
238,Algeria,1972,1.85,0.00131,0.0,151.0,0.00292,0.0,0.183,0.164,3.25
2169,Vietnam,1999,0.591,0.0451,298.0,256.0,0.0152,0.0,0.0137,0.0968,0.193
1508,Japan,1991,9.37,0.62,7290.0,7010.0,0.0683,0.15,0.0,2.0,0.0
1062,USA,1984,18.8,1.72,0.0,10300.0,0.117,0.125,1.71,2.99,2.08
1494,France,1991,7.5,0.355,8000.0,6360.0,0.087,0.5,0.0,1.66,0.0
1953,Czech Republic,1997,12.7,2.13,6250.0,5660.0,0.0142,0.104,0.0,0.767,0.0
703,Indonesia,1979,0.661,0.00139,0.0,38.5,0.00084,0.0,0.0956,0.114,0.552
2513,Hungary,2004,5.98,0.34,3330.0,3680.0,0.00174,0.101,0.0,0.627,0.0
3043,Colombia,2011,1.67,0.0852,1450.0,1150.0,0.0,0.0,0.199,0.277,1.06
3303,Kazakhstan,2014,14.8,2.14,5470.0,5600.0,0.0,0.0,1.08,0.7,4.69
3055,UK,2011,7.34,0.491,5750.0,5470.0,0.00784,0.0951,0.619,1.14,0.812
3302,Japan,2014,9.88,0.929,8290.0,7820.0,0.0,0.0,0.0,1.53,0.0
1398,Bulgaria,1990,8.66,0.934,4770.0,4760.0,0.0183,0.143,0.0,1.12,0.0
919,Peru,1982,1.28,0.00884,0.0,549.0,0.0398,0.0,0.0357,0.355,0.555
3274,Switzerland,2014,4.78,0.0166,8770.0,7520.0,0.0,0.0,0.0,1.29,0.0
844,Sri Lanka,1981,0.262,8e-05,0.0,101.0,0.00882,0.0,0.0,0.0782,0.0
1475,Bangladesh,1991,0.14,0.00085,78.3,48.7,0.00067,0.0,0.0384,0.0163,0.0
1507,Italy,1991,7.7,0.244,3890.0,4220.0,0.0639,0.0,0.247,1.62,0.0759
1873,Colombia,1996,1.61,0.0755,1300.0,922.0,0.0822,0.0,0.105,0.34,0.9
506,"Hong Kong, China",1976,2.89,0.00185,0.0,1610.0,0.0,0.0,0.0,1.28,0.0
217,USA,1971,20.6,1.31,0.0,7520.0,0.107,0.0165,2.39,3.45,2.49
389,Sri Lanka,1974,0.217,0.0,0.0,67.0,0.00635,0.0,0.0,0.0611,0.0
1734,Indonesia,1994,1.15,0.0254,237.0,239.0,0.00267,0.0,0.272,0.201,0.397
2473,Thailand,2003,3.15,0.148,1800.0,1710.0,0.0096,0.0,0.296,0.655,0.155
762,Finland,1980,12.2,0.964,0.0,8300.0,0.184,0.126,0.0,2.67,0.0
1406,Cyprus,1990,6.08,0.0796,2570.0,2360.0,0.0,0.0,0.0,2.04,0.0
329,Netherlands,1973,12.3,0.224,0.0,3610.0,0.0,0.00713,4.0,3.07,0.0
2397,Trinidad and Tobago,2002,22.4,0.0,4420.0,3880.0,0.0,0.0,11.6,1.44,5.7
2760,Sri Lanka,2007,0.613,0.00215,499.0,420.0,0.0167,0.0,0.0,0.22,0.0
1277,Denmark,1988,10.8,1.32,5480.0,5860.0,0.00055,0.0,0.419,1.87,0.916
22,Portugal,1965,1.31,0.0668,0.0,487.0,0.0384,0.0,0.0,0.29,0.0
3289,UK,2014,6.71,0.455,5170.0,5130.0,0.0,0.0,0.492,1.06,0.61
34,Finland,1966,6.44,0.353,0.0,3200.0,0.195,0.0,0.0,1.51,0.0
821,Germany,1981,13.4,1.84,0.0,5830.0,0.0219,0.0721,0.208,1.71,0.0
1861,Australia,1996,17.2,2.38,9900.0,9150.0,0.0723,0.0,1.4,2.03,1.54
1438,Morocco,1990,0.93,0.0442,388.0,363.0,0.00423,0.0,0.0,0.224,0.0
1699,Uzbekistan,1993,5.3,0.0489,2250.0,2020.0,0.0288,0.0,1.6,0.422,0.183
2418,China,2003,3.39,0.738,1450.0,1380.0,0.0189,0.00288,0.0231,0.21,0.129
287,Argentina,1973,3.75,0.0326,0.0,964.0,0.0102,0.0,0.225,0.945,0.862
2231,Qatar,2000,58.4,0.0,15400.0,13200.0,0.0,0.0,37.4,2.86,67.8
2414,Brazil,2003,1.75,0.0707,2000.0,1870.0,0.145,0.00632,0.0489,0.459,0.448
3284,Egypt,2014,2.47,0.0043,1890.0,1590.0,0.0,0.0,0.447,0.424,0.389
532,Portugal,1976,2.4,0.043,0.0,1140.0,0.0441,0.0,0.0,0.772,0.0
3153,Latvia,2012,3.64,0.0429,2980.0,3590.0,0.0,0.0,0.0,0.762,0.0
1819,Italy,1995,7.9,0.212,4220.0,4600.0,0.057,0.0,0.286,1.67,0.0916
1161,Iran,1986,3.0,0.0193,856.0,764.0,0.0134,0.0,0.162,0.818,2.08
3334,Turkey,2014,4.69,0.468,3260.0,2820.0,0.0,0.0,0.0,0.471,0.0
1988,Netherlands,1997,11.2,0.534,5540.0,6070.0,0.00051,0.0133,3.9,2.49,0.0
2040,France,1998,7.29,0.278,8750.0,7010.0,0.0913,0.57,0.0,1.62,0.0
1656,Indonesia,1993,1.15,0.0258,208.0,212.0,0.0035,0.0,0.243,0.199,0.403
1030,Ireland,1984,7.31,0.62,0.0,2960.0,0.0168,0.0,0.0,1.13,0.0
6,Denmark,1965,9.31,0.777,0.0,1820.0,0.00045,0.0,0.0,2.19,0.0
581,Japan,1977,8.13,0.451,0.0,4440.0,0.0555,0.0241,0.0,2.27,0.0
1104,Sri Lanka,1985,0.242,0.0013,152.0,128.0,0.0127,0.0,0.0,0.0704,0.0
904,Israel,1982,6.22,0.145,0.0,3170.0,4e-05,0.0,0.0,2.05,0.0
1211,Germany,1987,13.2,1.8,6820.0,6670.0,0.0224,0.156,0.173,1.66,0.0
2080,Slovak Republic,1998,8.16,0.849,4820.0,4680.0,0.068,0.181,0.0,0.702,0.0
2713,Uzbekistan,2006,4.47,0.0328,1840.0,1760.0,0.0301,0.0,1.82,0.192,0.202
2412,Bulgaria,2003,6.47,0.948,5460.0,4000.0,0.0332,0.19,0.0,0.615,0.0
1439,Mexico,1990,3.78,0.0402,1400.0,1220.0,0.0239,0.00299,0.27,0.857,1.73
1684,Portugal,1993,5.02,0.329,3120.0,2800.0,0.0732,0.0,0.0,1.23,0.0
2240,Turkmenistan,2000,8.3,0.0,2200.0,1670.0,0.0001,0.0,8.08,0.886,1.61
1558,Switzerland,1992,6.78,0.0308,8760.0,7430.0,0.413,0.296,0.0,1.93,0.0
181,"Hong Kong, China",1971,2.34,0.0069,0.0,1300.0,0.0,0.0,0.0,1.05,0.0
214,Thailand,1971,0.507,0.00301,0.0,124.0,0.00463,0.0,0.0,0.148,0.0
2533,Malaysia,2004,6.82,0.263,3810.0,2970.0,0.0196,0.0,2.05,1.11,1.44
2916,Sri Lanka,2009,0.644,0.00292,496.0,425.0,0.0162,0.0,0.0,0.208,0.0
2696,Philippines,2006,0.758,0.0571,646.0,568.0,0.00981,0.0,0.0,0.151,0.0
1146,Germany,1986,13.5,1.81,6730.0,6530.0,0.0205,0.144,0.155,1.71,0.0
358,Brazil,1974,1.37,0.0257,0.0,597.0,0.0534,0.0,0.00317,0.4,0.0912
2607,Latvia,2005,3.47,0.0359,2180.0,2780.0,0.124,0.0,0.0,0.742,0.0
416,UAE,1975,56.7,0.0,0.0,2340.0,0.0,0.0,2.54,1.15,147.0
872,Argentina,1982,3.59,0.0319,0.0,1200.0,0.0522,0.00554,0.284,0.747,0.888
2939,Slovenia,2009,8.03,0.692,8070.0,6100.0,0.2,0.244,0.0,1.26,0.0
1602,Pakistan,1992,0.633,0.0185,470.0,310.0,0.0154,0.00042,0.0817,0.108,0.0
596,Poland,1977,12.1,2.62,0.0,2870.0,0.00486,0.0,0.161,0.461,0.0
3191,Bangladesh,2013,0.405,0.0083,356.0,299.0,0.0,0.0,0.124,0.0349,0.0
1355,Ireland,1989,8.57,1.02,3940.0,3600.0,0.0169,0.0,0.0,1.13,0.0
2478,USA,2003,20.7,1.84,14300.0,13300.0,0.0822,0.233,1.54,3.08,1.15
2495,Chile,2004,3.69,0.176,3110.0,3060.0,0.117,0.0,0.0,0.75,0.0
2149,Peru,1999,1.12,0.0155,730.0,638.0,0.0491,0.0,0.013,0.295,0.211
3110,Austria,2012,7.95,0.379,8510.0,8550.0,0.0,0.0,0.0,1.39,0.0
60,Finland,1967,6.24,0.339,0.0,3350.0,0.218,0.0,0.0,1.58,0.0
2255,Bangladesh,2001,0.239,0.00269,134.0,114.0,0.00065,0.0,0.067,0.0304,0.0
788,Pakistan,1980,0.409,0.00902,0.0,132.0,0.00931,0.0,0.066,0.0643,0.0
889,Ecuador,1982,2.29,0.0,0.0,396.0,0.00916,0.0,0.0,0.433,1.35
1118,Qatar,1985,33.4,0.0,10700.0,10200.0,0.0,0.0,13.1,4.92,41.3
1454,Saudi Arabia,1990,11.4,0.0,4920.0,4080.0,0.0,0.0,1.69,3.15,21.1
288,Australia,1973,12.7,1.62,0.0,4230.0,0.0728,0.0,0.301,2.07,1.52
3216,Indonesia,2013,1.63,0.226,859.0,769.0,0.0,0.0,0.265,0.301,0.17
2805,Canada,2008,17.3,0.882,19100.0,16400.0,0.966,0.242,4.29,3.01,4.76
8,Finland,1965,5.54,0.381,0.0,2940.0,0.176,0.0,0.0,1.25,0.0
1749,Latvia,1994,4.05,0.148,1750.0,1970.0,0.112,0.0,0.0,0.816,0.0
1825,Lithuania,1995,4.14,0.0677,3820.0,2540.0,0.00884,0.28,0.0,0.875,0.0
713,Kuwait,1979,13.6,0.0,0.0,5610.0,0.0,0.0,3.94,3.79,100.0
964,India,1983,0.503,0.0894,0.0,166.0,0.00573,0.00041,0.00354,0.0497,0.0338
3142,Iraq,2012,4.8,0.0,1500.0,1070.0,0.0,0.0,0.171,1.0,4.74
2870,Venezuela,2008,6.5,0.0051,4320.0,3090.0,0.266,0.0,1.04,1.22,6.0
2831,Iceland,2008,12.2,0.307,53000.0,50100.0,3.44,0.0,0.0,2.54,0.0
2301,Norway,2001,9.71,0.196,27000.0,25600.0,2.29,0.0,10.2,2.23,35.7
3060,Indonesia,2011,2.07,0.191,748.0,675.0,0.0,0.0,0.29,0.298,0.189
936,UAE,1983,28.7,0.0,0.0,7620.0,0.0,0.0,5.71,5.04,49.4
455,Luxembourg,1975,33.6,5.54,0.0,10600.0,0.017,0.0,0.0,3.71,0.0
538,Sweden,1976,10.7,0.227,0.0,9750.0,0.574,0.167,0.0,3.42,0.0
874,Austria,1982,7.05,0.472,0.0,4730.0,0.352,0.0,0.0,1.38,0.0
268,Pakistan,1972,0.308,0.00955,0.0,89.3,0.00504,0.00014,0.0377,0.0579,0.0
1314,Romania,1988,9.08,0.749,3220.0,3390.0,0.055,0.0,1.12,0.712,0.421
765,Greece,1980,5.29,0.411,0.0,2250.0,0.0304,0.0,0.0,1.29,0.0
545,South Africa,1976,7.47,1.43,0.0,2820.0,0.00612,0.0,0.0,0.457,0.0
3317,Oman,2014,15.0,0.00888,7230.0,6470.0,0.0,0.0,6.27,2.13,11.5
2166,USA,1999,20.9,1.86,14100.0,13300.0,0.0856,0.238,1.57,3.12,1.27
1551,Azerbaijan,1992,7.52,0.00161,2640.0,2280.0,0.0202,0.0,0.886,1.07,1.5
1258,Venezuela,1987,6.07,0.0143,2970.0,2440.0,0.145,0.0,0.973,1.11,5.5
413,Venezuela,1974,5.86,0.0159,0.0,1220.0,0.0541,0.0,0.72,1.01,12.5
2935,Russia,2009,10.7,0.643,6930.0,6100.0,0.105,0.0983,3.22,0.894,3.5
2222,Netherlands,2000,10.8,0.487,5660.0,6510.0,0.00077,0.0213,3.31,2.56,0.0
3024,USA,2010,18.5,1.61,14200.0,13400.0,0.0727,0.232,1.6,2.63,1.08
400,Philippines,1974,0.76,0.00065,0.0,300.0,0.00511,0.0,0.0,0.224,0.0
2296,Morocco,2001,1.29,0.117,517.0,528.0,0.00257,0.0,0.0,0.238,0.0
1546,South Africa,1991,8.65,1.75,4460.0,3810.0,0.00452,0.0209,0.0,0.443,0.0
93,Italy,1968,4.72,0.18,0.0,1820.0,0.0698,0.00421,0.0,1.33,0.0308
1524,Pakistan,1991,0.61,0.0185,453.0,276.0,0.0137,0.00029,0.0856,0.102,0.0
1007,Bulgaria,1984,9.71,1.08,0.0,4770.0,0.0313,0.122,0.0,1.25,0.0
2359,India,2002,0.959,0.158,558.0,409.0,0.00506,0.00153,0.0209,0.104,0.0322
2023,Belarus,1998,5.96,0.108,2360.0,3020.0,0.00024,0.0,0.0,0.872,0.0
2566,Belgium,2005,11.9,0.488,8250.0,8510.0,0.00238,0.393,0.0,3.2,0.0
126,Portugal,1969,1.69,0.059,0.0,681.0,0.0625,0.0,0.0,0.377,0.0
2201,Hungary,2000,5.73,0.379,3440.0,3310.0,0.0015,0.119,0.0,0.67,0.0
1140,Switzerland,1986,6.53,0.0669,8870.0,6990.0,0.436,0.299,0.0,2.04,0.0
920,Philippines,1982,0.697,0.00541,0.0,332.0,0.00652,0.0,0.0,0.197,0.0
3178,Turkey,2012,4.74,0.489,3210.0,2750.0,0.0,0.0,0.0,0.443,0.0
443,Indonesia,1975,0.413,0.00071,0.0,21.4,0.00076,0.0,0.0156,0.0831,0.505
2950,South Africa,2009,9.96,1.86,4940.0,4370.0,0.00251,0.0221,0.0,0.478,0.0
2578,Germany,2005,10.6,0.996,7630.0,7140.0,0.0204,0.17,0.174,1.48,0.0
1054,Romania,1984,8.22,0.623,0.0,3080.0,0.043,0.0,1.27,0.61,0.52
225,Belgium,1972,13.5,1.33,0.0,3610.0,0.0016,0.0001,0.0,3.0,0.0
1649,Finland,1993,11.1,1.08,12000.0,13000.0,0.229,0.339,0.0,2.11,0.0
2761,Lithuania,2007,4.84,0.0766,4300.0,3560.0,0.0107,0.25,0.0,0.836,0.0
2483,UAE,2004,27.5,0.0309,12900.0,12200.0,0.0,0.0,9.54,5.89,32.3
2227,Peru,2000,1.14,0.0238,753.0,661.0,0.0537,0.0,0.0108,0.283,0.195
1647,Spain,1993,6.1,0.464,3970.0,3640.0,0.0535,0.123,0.0,1.3,0.0
434,Ecuador,1975,1.05,0.0,0.0,193.0,0.00782,0.0,0.0,0.217,1.23
508,Indonesia,1976,0.462,0.00069,0.0,18.3,0.00068,0.0,0.0153,0.0874,0.568
32,Denmark,1966,10.4,0.874,0.0,1980.0,0.00047,0.0,0.0,2.47,0.0
2378,Netherlands,2002,11.0,0.516,5900.0,6640.0,0.00059,0.021,3.39,2.66,0.0
2086,Turkey,1998,3.46,0.352,1810.0,1500.0,0.0588,0.0,0.0,0.486,0.0
2072,Philippines,1998,0.915,0.033,557.0,480.0,0.00588,0.0,0.0,0.255,0.0
2077,Russia,1998,9.9,0.686,5610.0,4850.0,0.0922,0.0613,3.16,0.835,2.07
199,Netherlands,1971,10.7,0.263,0.0,3150.0,0.0,0.00266,2.52,2.74,0.0
1229,Israel,1987,6.5,0.524,4240.0,3760.0,0.0002,0.0,0.0,1.81,0.0
2819,Finland,2008,11.0,1.0,14600.0,16300.0,0.277,0.371,0.0,1.99,0.0
180,Greece,1971,3.19,0.427,0.0,1200.0,0.0258,0.0,0.0,0.85,0.0
2871,Vietnam,2008,1.31,0.138,823.0,809.0,0.026,0.0,0.0722,0.163,0.176
1282,Finland,1988,10.5,1.03,10800.0,11800.0,0.232,0.34,0.0,2.22,0.0
3278,Cyprus,2014,6.01,0.00192,3780.0,3550.0,0.0,0.0,0.0,2.03,0.0
2046,Indonesia,1998,1.05,0.0416,373.0,328.0,0.004,0.0,0.274,0.226,0.361
264,Netherlands,1972,11.9,0.223,0.0,3410.0,0.0,0.00212,3.33,3.01,0.0
2174,Austria,2000,8.22,0.453,7660.0,7080.0,0.449,0.0,0.0,1.47,0.0
2879,Bangladesh,2009,0.337,0.00802,255.0,225.0,0.00091,0.0,0.11,0.0241,0.0
719,Netherlands,1979,13.3,0.244,0.0,4400.0,0.0,0.0214,5.05,2.95,0.0
295,Switzerland,1973,7.35,0.0563,0.0,5010.0,0.38,0.086,0.0,2.33,0.0
794,Romania,1980,8.68,0.547,0.0,2880.0,0.0489,0.0,1.23,0.821,0.531
2700,Romania,2006,4.95,0.459,2950.0,2450.0,0.0727,0.0223,0.45,0.486,0.235
2967,Czech Republic,2010,11.2,1.78,8150.0,6350.0,0.0228,0.229,0.0,0.845,0.0
660,Philippines,1978,0.834,0.00297,0.0,321.0,0.00542,0.0,0.0,0.25,0.0
1914,Pakistan,1996,0.735,0.0176,531.0,330.0,0.0137,0.00023,0.0956,0.129,0.0
1607,Qatar,1992,54.5,0.0,10500.0,10300.0,0.0,0.0,14.3,3.1,47.6
495,Czech Republic,1976,17.8,3.82,0.0,4170.0,0.0124,0.0,0.0,1.12,0.0
105,Austria,1969,5.97,0.597,0.0,2810.0,0.189,0.0,0.0,1.11,0.0
1650,France,1993,6.9,0.254,8240.0,6450.0,0.0972,0.551,0.0,1.59,0.0
2395,Thailand,2002,3.0,0.146,1690.0,1610.0,0.00994,0.0,0.285,0.595,0.133
745,Belgium,1980,13.7,1.06,0.0,4890.0,0.00243,0.11,0.0,2.59,0.0
922,Portugal,1982,2.94,0.0371,0.0,1640.0,0.0601,0.0,0.0,0.948,0.0
2467,Russia,2003,10.6,0.721,6340.0,5480.0,0.0924,0.0892,3.39,0.875,2.94
2450,Luxembourg,2003,23.4,0.127,8100.0,16300.0,0.0152,0.0,0.0,5.92,0.0
1520,Netherlands,1991,11.3,0.534,4930.0,5330.0,0.0006,0.0191,4.09,2.3,0.0
2557,Uzbekistan,2004,4.82,0.0293,1900.0,1770.0,0.0301,0.0,1.77,0.286,0.252
3195,Canada,2013,16.4,0.588,18600.0,15800.0,0.0,0.0,3.7,2.86,5.68
1326,UAE,1989,31.4,0.0,9050.0,7930.0,0.0,0.0,9.9,8.52,49.3
3033,Azerbaijan,2011,3.61,0.00054,2220.0,1710.0,0.0,0.0,1.5,0.436,5.04
669,Thailand,1978,0.77,0.00436,0.0,271.0,0.00399,0.0,0.0,0.242,0.0
915,Norway,1982,7.56,0.229,0.0,19400.0,1.93,0.0,4.97,2.04,6.14
1425,Iran,1990,3.72,0.0126,1020.0,951.0,0.00953,0.0,0.377,0.874,2.89
231,Chile,1972,2.79,0.101,0.0,785.0,0.0496,0.0,0.0,0.546,0.0
2778,Romania,2007,5.09,0.467,2930.0,2530.0,0.0634,0.0306,0.439,0.489,0.226
1474,Belgium,1991,12.3,1.01,7170.0,6660.0,0.00197,0.369,0.0,2.59,0.0
1221,"Hong Kong, China",1987,5.14,0.901,4350.0,3850.0,0.0,0.0,0.0,0.898,0.0
2751,Iran,2007,7.2,0.022,2850.0,2280.0,0.0216,0.0,1.42,1.23,2.99
1989,Norway,1997,9.49,0.216,25300.0,24300.0,2.14,0.0,8.29,2.19,35.3
1100,Italy,1985,6.49,0.265,3260.0,3390.0,0.0622,0.0106,0.203,1.48,0.0419
2956,Belgium,2010,10.4,0.343,8700.0,8390.0,0.0025,0.385,0.0,3.03,0.0
1321,Turkey,1988,2.4,0.258,923.0,806.0,0.0476,0.0,0.0,0.443,0.0
1888,Croatia,1996,3.83,0.0313,2440.0,2410.0,0.134,0.0,0.0,0.812,0.0
2592,Indonesia,2005,1.52,0.108,564.0,495.0,0.00406,0.0,0.29,0.272,0.237
1922,Saudi Arabia,1996,13.6,0.0,5890.0,4870.0,0.0,0.0,1.91,3.27,23.0
2764,Morocco,2007,1.61,0.104,652.0,716.0,0.00254,0.0,0.0,0.318,0.0
2173,Australia,2000,18.5,2.68,11400.0,10300.0,0.0734,0.0,1.41,2.03,1.95
687,China,1979,1.51,0.297,0.0,267.0,0.00444,0.0,0.0127,0.0924,0.108
3138,Indonesia,2012,2.12,0.213,806.0,728.0,0.0,0.0,0.271,0.303,0.179
2599,Italy,2005,8.49,0.283,5210.0,5730.0,0.0529,0.0,0.171,1.48,0.105
2795,UAE,2008,21.7,0.0484,11300.0,11500.0,0.0,0.0,5.94,4.25,20.5
607,USA,1977,21.2,1.49,0.0,9340.0,0.0857,0.102,1.99,3.98,2.07
1784,Austria,1995,8.05,0.434,7080.0,6340.0,0.402,0.0,0.0,1.42,0.0
2486,Austria,2004,9.49,0.487,7890.0,7810.0,0.386,0.0,0.0,1.68,0.0
808,Australia,1981,15.6,1.94,0.0,6150.0,0.0812,0.0,0.698,1.99,1.44
540,Trinidad and Tobago,1976,15.5,0.0,0.0,1210.0,0.0,0.0,1.45,3.1,10.3
2043,"Hong Kong, China",1998,6.07,0.681,4900.0,5330.0,0.0,0.0,0.0,1.39,0.0
1301,Morocco,1988,0.885,0.043,376.0,344.0,0.00338,0.0,0.0,0.204,0.0
2625,Singapore,2005,7.12,0.00197,8960.0,8680.0,0.0,0.0,0.0,9.71,0.0
2844,North Macedonia,2008,4.55,0.721,3050.0,3710.0,0.0352,0.0,0.0,0.454,0.0
89,Greece,1968,2.6,0.265,0.0,803.0,0.0135,0.0,0.0,0.679,0.0
2446,South Korea,2003,9.59,1.06,7210.0,6980.0,0.00904,0.239,0.0,2.2,0.0
113,France,1969,8.22,0.723,0.0,2480.0,0.0903,0.00846,0.0,1.65,0.0
3295,India,2014,1.7,0.299,974.0,797.0,0.0,0.0,0.0195,0.14,0.0321
1235,Luxembourg,1987,23.8,2.42,2790.0,12300.0,0.0257,0.0,0.0,3.45,0.0
2137,Lithuania,1999,3.8,0.0384,3840.0,2700.0,0.0101,0.241,0.0,0.874,0.0
191,Japan,1971,7.49,0.515,0.0,3420.0,0.0689,0.00654,0.0,2.06,0.0
2952,Argentina,2010,4.57,0.0283,3080.0,2880.0,0.0715,0.0153,0.82,0.672,0.814
2341,Colombia,2002,1.36,0.0536,1230.0,882.0,0.0711,0.0,0.126,0.245,0.745
3309,Latvia,2014,3.56,0.0295,2540.0,3510.0,0.0,0.0,0.0,0.793,0.0
1498,Croatia,1991,3.61,0.0955,1880.0,2610.0,0.109,0.0,0.0,0.681,0.0
3224,Japan,2013,10.3,0.944,8480.0,7990.0,0.0,0.0,0.0,1.61,0.0
248,Indonesia,1972,0.358,0.00083,0.0,15.8,0.00046,0.0,0.00801,0.0626,0.452
3016,Slovak Republic,2010,7.13,0.713,5130.0,5200.0,0.0827,0.229,0.0,0.702,0.0
1760,Philippines,1994,0.794,0.0172,447.0,380.0,0.00745,0.0,0.0,0.218,0.0
70,Netherlands,1967,8.5,0.618,0.0,2240.0,0.0,0.0,0.0,2.23,0.0
2847,Norway,2008,9.52,0.147,29800.0,24900.0,2.5,0.0,17.9,2.07,23.9
2900,Greece,2009,9.53,0.769,5600.0,5630.0,0.0408,0.0,0.0,1.87,0.0
2747,Hungary,2007,5.85,0.312,3990.0,3980.0,0.0018,0.126,0.0,0.767,0.0
158,Australia,1971,11.7,1.53,0.0,3750.0,0.0767,0.0,0.17,1.97,1.17
1557,Canada,1992,16.5,0.948,18400.0,16200.0,0.958,0.244,3.65,2.72,3.44
2159,Slovenia,1999,7.72,0.657,6670.0,5680.0,0.162,0.204,0.0,1.24,0.0
1755,Norway,1994,8.78,0.204,26100.0,24200.0,2.21,0.0,5.28,2.07,29.6
880,Switzerland,1982,5.79,0.0707,0.0,6190.0,0.493,0.205,0.0,1.77,0.0
1871,Chile,1996,3.27,0.225,2110.0,1920.0,0.099,0.0,0.0,0.747,0.0
1271,Chile,1988,2.07,0.125,1320.0,1120.0,0.0848,0.0,0.0,0.44,0.0
1243,Pakistan,1987,0.54,0.0173,370.0,215.0,0.0129,0.00042,0.074,0.09,0.0
1257,USA,1987,19.1,1.76,11300.0,10900.0,0.0828,0.169,1.59,3.08,1.91
1759,Peru,1994,0.97,0.0149,665.0,525.0,0.0468,0.0,0.0144,0.268,0.28
771,Iran,1980,3.12,0.0309,0.0,540.0,0.0125,0.0,0.101,0.721,1.92
1312,Portugal,1988,3.29,0.22,2270.0,2200.0,0.106,0.0,0.0,0.987,0.0
2425,Ecuador,2003,2.0,0.0,864.0,719.0,0.0475,0.0,0.0,0.515,1.68
672,USA,1978,21.7,1.46,0.0,9560.0,0.108,0.112,1.96,3.86,2.15
